"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CLW","Clearwater Paper Corporation","56.05","$922.8M","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/clw",
"CLF","Cliffs Natural Resources Inc.","10.71","$2.5B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/clf",
"CLPR","Clipper Realty Inc.","14.04","n/a","2017","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/clpr",
"CLX","Clorox Company (The)","136.37","$17.49B","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/clx",
"CLD","Cloud Peak Energy Inc","5.11","$314.09M","2009","Energy","Coal Mining","http://www.nasdaq.com/symbol/cld",
"MYCC","ClubCorp Holdings, Inc.","16.9","$1.11B","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mycc",
"CMS","CMS Energy Corporation","44.68","$12.51B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","103.96","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms^b",
"CNA","CNA Financial Corporation","42.92","$11.62B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cna",
"CNHI","CNH Industrial N.V.","9.17","$12.5B","2013","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cnhi",
"CNO","CNO Financial Group, Inc.","20.84","$3.62B","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/cno",
"CEO","CNOOC Limited","120.36","$1.21B","2001","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ceo",
"CNXC","CNX Coal Resources LP","17.2","$401.25M","2015","Energy","Coal Mining","http://www.nasdaq.com/symbol/cnxc",
"COH","Coach, Inc.","38.02","$10.67B","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/coh",
"CIE","Cobalt International Energy, Inc.","0.7514","$330.86M","2009","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cie",
"KOF","Coca Cola Femsa S.A.B. de C.V.","64.89","$13.45B","1993","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/kof",
"KO","Coca-Cola Company (The)","41.78","$180.2B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/ko",
"CCE","Coca-Cola European Partners plc","34.95","$16.87B","2016","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/cce",
"CDE","Coeur Mining, Inc.","8.75","$1.58B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/cde",
"FOF","Cohen & Steers Closed-End Opportunity Fund, Inc.","12.43","$338.21M","2006","n/a","n/a","http://www.nasdaq.com/symbol/fof",
"INB","Cohen & Steers Global Income Builder, Inc.","9.18","$212.44M","2007","n/a","n/a","http://www.nasdaq.com/symbol/inb",
"CNS","Cohen & Steers Inc","36.89","$1.69B","2004","Finance","Investment Managers","http://www.nasdaq.com/symbol/cns",
"UTF","Cohen & Steers Infrastructure Fund, Inc","20.85","$1.78B","2004","n/a","n/a","http://www.nasdaq.com/symbol/utf",
"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc","25.6","$738.06M","2012","n/a","n/a","http://www.nasdaq.com/symbol/ldp",
"MIE","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.","11.44","$306.52M","2013","n/a","n/a","http://www.nasdaq.com/symbol/mie",
"RQI","Cohen & Steers Quality Income Realty Fund Inc","13.08","$1.43B","2002","n/a","n/a","http://www.nasdaq.com/symbol/rqi",
"RNP","Cohen & Steers Reit and Preferred Income Fund Inc","19.87","$945.15M","2003","n/a","n/a","http://www.nasdaq.com/symbol/rnp",
"PSF","Cohen & Steers Select Preferred and Income Fund, Inc.","26.5737","$318.63M","2010","n/a","n/a","http://www.nasdaq.com/symbol/psf",
"RFI","Cohen & Steers Total Return Realty Fund, Inc.","12.65","$330.61M","1993","n/a","n/a","http://www.nasdaq.com/symbol/rfi",
"CFX","Colfax Corporation","38.58","$4.74B","2008","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/cfx",
"CL","Colgate-Palmolive Company","73.35","$64.76B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/cl",
"CXE","Colonial High Income Municipal Trust","5.04","$158.78M","1989","n/a","n/a","http://www.nasdaq.com/symbol/cxe",
"CIF","Colonial Intermediate High Income Fund","2.64","$54.1M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cif",
"CXH","Colonial Investment Grade Municipal Trust","9.53","$110.42M","1989","n/a","n/a","http://www.nasdaq.com/symbol/cxh",
"CMU","Colonial Municipal Income Trust","4.6565","$131.85M","1987","n/a","n/a","http://www.nasdaq.com/symbol/cmu",
"CLNS","Colony NorthStar, Inc.","14.27","$1.63B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/clns",
"CLNS^A","Colony NorthStar, Inc.","25.3993","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clns^a",
"CLNS^B","Colony NorthStar, Inc.","25.116","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clns^b",
"CLNS^C","Colony NorthStar, Inc.","25.51","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clns^c",
"CLNS^D","Colony NorthStar, Inc.","25.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clns^d",
"CLNS^E","Colony NorthStar, Inc.","26.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clns^e",
"CLNS^F","Colony NorthStar, Inc.","25.4599","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clns^f",
"CLNS^G","Colony NorthStar, Inc.","25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clns^g",
"CLNS^H","Colony NorthStar, Inc.","24.8445","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clns^h",
"SFR","Colony Starwood Homes","32.54","$3.3B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sfr",
"CXP","Columbia Property Trust, Inc.","23.43","$2.87B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cxp",
"STK","Columbia Seligman Premium Technology Growth Fund, Inc","19.56","$300.49M","2009","n/a","n/a","http://www.nasdaq.com/symbol/stk",
"CCV","Comcast Corporation","25.58","n/a","2012","Consumer Services","Television Services","http://www.nasdaq.com/symbol/ccv",
"CCZ","Comcast Corporation","51.125","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/ccz",
"CMA","Comerica Incorporated","71.2","$12.52B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cma",
"CMA.WS","Comerica Incorporated","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cma.ws",
"FIX","Comfort Systems USA, Inc.","38.65","$1.44B","1997","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/fix",
"CMC","Commercial Metals Company","20.44","$2.36B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cmc",
"CBU","Community Bank System, Inc.","60.21","$2.76B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbu",
"CYH","Community Health Systems, Inc.","9.22","$1.05B","2000","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cyh",
"CHCT","Community Healthcare Trust Incorporated","23.48","$304.97M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/chct",
"CIG","Comp En De Mn Cemig ADS","3.39","$4.27B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cig",
"CIG.C","Comp En De Mn Cemig ADS","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cig.c",
"CBD","Companhia Brasileira de Distribuicao","18.41","$4.89B","1997","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/cbd",
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp","10.57","$7.22B","2002","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/sbs",
"ELP","Companhia Paranaense de Energia (COPEL)","10.74","$2.94B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elp",
"CCU","Compania Cervecerias Unidas, S.A.","23.46","$4.33B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/ccu",
"CODI","Compass Diversified Holdings","16.7","$1B","2006","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/codi",
"CMP","Compass Minerals International, Inc.","75.7","$2.56B","2003","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/cmp",
"CSC","Computer Sciences Corporation","69.1","$9.75B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/csc",
"CRK","Comstock Resources, Inc.","9.04","$121.64M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crk",
"CAG","ConAgra Brands, Inc.","41.16","$17.91B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/cag",
"CXO","Concho Resources Inc.","133.28","$19.75B","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cxo",
"CCM","Concord Medical Services Holdings Limited","4.88","$216.34M","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/ccm",
"CNDT","Conduent Incorporated","16.97","$3.44B","2016","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cndt",
"CNNX","Cone Midstream Partners LP","21.33","$1.36B","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/cnnx",
"COP","ConocoPhillips","47.04","$58.13B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cop",
"CNX","CONSOL Energy Inc.","15.78","$3.62B","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/cnx",
"ED","Consolidated Edison Inc","76.61","$23.37B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ed",
"STZ","Constellation Brands Inc","158.85","$31.14B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/stz",
"STZ.B","Constellation Brands Inc","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stz.b",
"CSTM","Constellium N.V.","8.1","$854.74M","2013","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/cstm",
"TCS","Container Store (The)","4.3","$208.96M","2013","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/tcs",
"CBPX","Continental Building Products, Inc.","23.75","$942.68M","2014","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cbpx",
"CLR","Continental Resources, Inc.","44.64","$16.72B","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/clr",
"VLRS","Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","11.73","$1.19B","2013","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/vlrs",
"CVG","Convergys Corporation","22.74","$2.15B","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/cvg",
"COO","Cooper Companies, Inc. (The)","199.72","$9.77B","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/coo",
"CTB","Cooper Tire & Rubber Company","41.55","$2.19B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/ctb",
"CPS","Cooper-Standard Holdings Inc.","113.57","$2.01B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/cps",
